institution_id,institution_name,uoa_id,uoa_name,submission_fte,output_count,aggregate_ref_score
10007149,The University of Hull,4,"Psychology, Psychiatry and Neuroscience",16,100,3.1
10007149,The University of Hull,8,Chemistry,14.5,100,3.09
10007149,The University of Hull,9,Physics,11,100,3.26
10007149,The University of Hull,11,Computer Science and Informatics,11,100,2.89
10007149,The University of Hull,12,Engineering,31.4,100,3.03
10007149,The University of Hull,14,Geography and Environmental Studies,49.6,100,3.12
10007149,The University of Hull,17,Business and Management Studies,36.6,100,2.92
10007149,The University of Hull,19,Politics and International Studies,14,100,2.34
10007149,The University of Hull,20,Social Work and Social Policy,18.8,100,3.3
10007149,The University of Hull,23,Education,7.5,100,2.85
10007149,The University of Hull,24,"Sport and Exercise Sciences, Leisure and Tourism",11.6,100,3.19
10007149,The University of Hull,27,English Language and Literature,17.3,100,3.36
10007149,The University of Hull,28,History,16,100,3.37
10007149,The University of Hull,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",18.4,100,2.88
10003270,"Imperial College of Science, Technology and Medicine",1,Clinical Medicine,438.88,100,3.54
10003270,"Imperial College of Science, Technology and Medicine",2,"Public Health, Health Services and Primary Care",79.45,100,3.77
10003270,"Imperial College of Science, Technology and Medicine",4,"Psychology, Psychiatry and Neuroscience",34.9,100,3.74
10003270,"Imperial College of Science, Technology and Medicine",5,Biological Sciences,92.35,100,3.47
10003270,"Imperial College of Science, Technology and Medicine",8,Chemistry,63.34,100,3.66
10003270,"Imperial College of Science, Technology and Medicine",9,Physics,130.06,100,3.45
10003270,"Imperial College of Science, Technology and Medicine",10,Mathematical Sciences,94.63,100,3.69
10003270,"Imperial College of Science, Technology and Medicine",11,Computer Science and Informatics,58.45,100,3.93
10003270,"Imperial College of Science, Technology and Medicine",12,Engineering,419.97,100,3.74
10003270,"Imperial College of Science, Technology and Medicine",14,Geography and Environmental Studies,45.68,100,3.35
10003270,"Imperial College of Science, Technology and Medicine",17,Business and Management Studies,92.15,100,3.66
10003324,Institute of Cancer Research: Royal Cancer Hospital (The),1,Clinical Medicine,70.2,100,3.49
10003324,Institute of Cancer Research: Royal Cancer Hospital (The),5,Biological Sciences,32.2,100,3.77
10009315,Institute of Zoology,5,Biological Sciences,24.2,100,3.44
10007767,University of Keele,2,"Public Health, Health Services and Primary Care",25.7,100,3.24
10007767,University of Keele,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",56.33,50,3.51
10007767,University of Keele,4,"Psychology, Psychiatry and Neuroscience",16.8,85,2.97
10007767,University of Keele,5,Biological Sciences,19.4,100,3.03
10007767,University of Keele,9,Physics,9,100,3.22
10007767,University of Keele,10,Mathematical Sciences,11.65,100,2.89
10007767,University of Keele,11,Computer Science and Informatics,15,85,2.67
10007767,University of Keele,12,Engineering,34.9,100,3.28
10007767,University of Keele,14,Geography and Environmental Studies,19.5,100,2.99
10007767,University of Keele,17,Business and Management Studies,17,80,2.77
10007767,University of Keele,18,Law,28.2,100,2.76
10007767,University of Keele,19,Politics and International Studies,13,80,2.8
10007767,University of Keele,20,Social Work and Social Policy,23.5,85,2.92
10007767,University of Keele,27,English Language and Literature,17.2,100,3.33
10007767,University of Keele,28,History,14.15,100,2.8
10007767,University of Keele,30,Philosophy,5,100,2.32
10007767,University of Keele,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",5,100,2.9
10007150,The University of Kent,2,"Public Health, Health Services and Primary Care",16.65,100,2.68
10007150,The University of Kent,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",22,100,3.05
10007150,The University of Kent,4,"Psychology, Psychiatry and Neuroscience",42,100,3.17
10007150,The University of Kent,5,Biological Sciences,28.8,100,3.24
10007150,The University of Kent,8,Chemistry,18,100,3.11
10007150,The University of Kent,9,Physics,19,100,3.06
10007150,The University of Kent,10,Mathematical Sciences,32.7,100,3.2
10007150,The University of Kent,11,Computer Science and Informatics,34.7,100,3.39
10007150,The University of Kent,12,Engineering,29,100,3.18
10007150,The University of Kent,13,"Architecture, Built Environment and Planning",13.4,100,3.4
10007150,The University of Kent,14,Geography and Environmental Studies,12.15,100,3.36
10007150,The University of Kent,16,Economics and Econometrics,27.9,100,2.76
10007150,The University of Kent,17,Business and Management Studies,71.8,100,2.98
10007150,The University of Kent,18,Law,45.2,100,3.53
10007150,The University of Kent,19,Politics and International Studies,39.4,100,3.06
10007150,The University of Kent,20,Social Work and Social Policy,67.4,100,3.56
10007150,The University of Kent,22,Anthropology and Development Studies,21.1,100,3.24
10007150,The University of Kent,23,Education,5,100,2.7
10007150,The University of Kent,24,"Sport and Exercise Sciences, Leisure and Tourism",12,100,3.01
10007150,The University of Kent,26,Modern Languages and Linguistics,28.2,100,3.36
10007150,The University of Kent,27,English Language and Literature,38.2,100,3.48
10007150,The University of Kent,28,History,34.8,100,3.64
10007150,The University of Kent,29,Classics,15,100,3.35
10007150,The University of Kent,30,Philosophy,11,100,3.43
10007150,The University of Kent,31,Theology and Religious Studies,6.8,100,3.43
10007150,The University of Kent,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",32.75,100,3.56
10003645,King's College London,1,Clinical Medicine,181.95,100,3.49
10003645,King's College London,2,"Public Health, Health Services and Primary Care",38.81,100,3.36
10003645,King's College London,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",224.61,100,3.64
10003645,King's College London,4,"Psychology, Psychiatry and Neuroscience",310.88,100,3.5
10003645,King's College London,5,Biological Sciences,30.5,100,3.2
10003645,King's College London,8,Chemistry,19,100,3.65
10003645,King's College London,9,Physics,33.9,100,3.29
10003645,King's College London,10,Mathematical Sciences,47.7,100,3.46
10003645,King's College London,11,Computer Science and Informatics,48.5,100,3.56
10003645,King's College London,12,Engineering,98.4,100,3.46
10003645,King's College London,14,Geography and Environmental Studies,48.8,100,3.4
10003645,King's College London,17,Business and Management Studies,107.6,100,3.46
10003645,King's College London,18,Law,74.3,100,3.3
10003645,King's College London,19,Politics and International Studies,171.56,100,3.26
10003645,King's College London,21,Sociology,27.7,100,3.31
10003645,King's College London,23,Education,42.5,100,3.51
10003645,King's College London,24,"Sport and Exercise Sciences, Leisure and Tourism",14.8,100,3.67
10003645,King's College London,26,Modern Languages and Linguistics,48.9,100,3.25
10003645,King's College London,27,English Language and Literature,58.5,100,3.55
10003645,King's College London,28,History,84.3,100,3.39
10003645,King's College London,29,Classics,31.46,100,3.45
10003645,King's College London,30,Philosophy,29.5,100,3.27
10003645,King's College London,31,Theology and Religious Studies,22.55,100,3.5
10003645,King's College London,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",34.1,100,3.61
10003645,King's College London,34,"Communication, Cultural and Media Studies, Library and Information Management",52.3,100,3.47
10003678,Kingston University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",85.73,30,3.04
10003678,Kingston University,4,"Psychology, Psychiatry and Neuroscience",18,70,2.65
10003678,Kingston University,11,Computer Science and Informatics,22,55,2.8
10003678,Kingston University,12,Engineering,41.8,50,2.58
10003678,Kingston University,17,Business and Management Studies,48.7,65,2.6
10003678,Kingston University,19,Politics and International Studies,41.4,80,2.72
10003678,Kingston University,23,Education,16.2,35,2.68
10003678,Kingston University,27,English Language and Literature,16.54,65,3.09
10003678,Kingston University,30,Philosophy,6.6,100,2.9
10003678,Kingston University,32,"Art and Design: History, Practice and Theory",47.59,45,3.4
10003678,Kingston University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",23.69,60,3.1
10007768,The University of Lancaster,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",92.5,100,3.32
10007768,The University of Lancaster,4,"Psychology, Psychiatry and Neuroscience",34.21,100,3.23
10007768,The University of Lancaster,7,Earth Systems and Environmental Sciences,75.85,100,3.54
10007768,The University of Lancaster,8,Chemistry,25,100,2.97
10007768,The University of Lancaster,9,Physics,56.11,100,3.42
10007768,The University of Lancaster,10,Mathematical Sciences,49.92,100,3.6
10007768,The University of Lancaster,11,Computer Science and Informatics,49.45,100,3.49
10007768,The University of Lancaster,12,Engineering,45.84,100,3.23
10007768,The University of Lancaster,17,Business and Management Studies,186.94,100,3.39
10007768,The University of Lancaster,18,Law,37.92,100,3.15
10007768,The University of Lancaster,21,Sociology,40.62,100,3.41
10007768,The University of Lancaster,23,Education,18.81,100,3.45
10007768,The University of Lancaster,26,Modern Languages and Linguistics,34.45,100,3.49
10007768,The University of Lancaster,27,English Language and Literature,32.41,100,3.28
10007768,The University of Lancaster,28,History,25.21,100,3.25
10007768,The University of Lancaster,31,Theology and Religious Studies,45.41,100,3.22
10007768,The University of Lancaster,32,"Art and Design: History, Practice and Theory",49.78,100,3.38
10007795,The University of Leeds,1,Clinical Medicine,153.8,100,3.09
10007795,The University of Leeds,2,"Public Health, Health Services and Primary Care",49.6,95,3.26
10007795,The University of Leeds,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",63.1,95,3.5
10007795,The University of Leeds,4,"Psychology, Psychiatry and Neuroscience",49.6,100,3.28
10007795,The University of Leeds,5,Biological Sciences,84.93,100,3.27
10007795,The University of Leeds,6,"Agriculture, Food and Veterinary Sciences",29.4,100,3.14
10007795,The University of Leeds,7,Earth Systems and Environmental Sciences,127.15,100,3.55
10007795,The University of Leeds,8,Chemistry,39.95,100,3.31
10007795,The University of Leeds,9,Physics,34,100,3.52
10007795,The University of Leeds,10,Mathematical Sciences,72.14,100,3.39
10007795,The University of Leeds,11,Computer Science and Informatics,34.25,100,3.62
10007795,The University of Leeds,12,Engineering,199.45,100,3.51
10007795,The University of Leeds,14,Geography and Environmental Studies,60.84,100,3.5
10007795,The University of Leeds,17,Business and Management Studies,144.53,100,3.42
10007795,The University of Leeds,18,Law,60.3,100,3.5
10007795,The University of Leeds,19,Politics and International Studies,42.8,100,3.07
10007795,The University of Leeds,21,Sociology,32.2,100,3.17
10007795,The University of Leeds,23,Education,29.1,95,3.09
10007795,The University of Leeds,24,"Sport and Exercise Sciences, Leisure and Tourism",25.3,100,3.51
10007795,The University of Leeds,26,Modern Languages and Linguistics,85.05,100,3.2
10007795,The University of Leeds,27,English Language and Literature,48.73,100,3.61
10007795,The University of Leeds,28,History,40.8,100,3.11
10007795,The University of Leeds,30,Philosophy,33,100,3.07
10007795,The University of Leeds,31,Theology and Religious Studies,12.6,100,3.3
10007795,The University of Leeds,32,"Art and Design: History, Practice and Theory",60.75,95,3.26
10007795,The University of Leeds,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",19.6,100,3.47
10007795,The University of Leeds,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",21,100,3.28
10007795,The University of Leeds,34,"Communication, Cultural and Media Studies, Library and Information Management",32,90,3.29
10003854,Leeds Arts University,32,"Art and Design: History, Practice and Theory",66.79,100,1.77
10003854,Leeds Arts University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",4.2,100,1.26
10003861,Leeds Beckett University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",29.2,25,3.03
10003861,Leeds Beckett University,4,"Psychology, Psychiatry and Neuroscience",31.6,55,2.54
10003861,Leeds Beckett University,11,Computer Science and Informatics,10.8,35,2.46
10003861,Leeds Beckett University,13,"Architecture, Built Environment and Planning",33.7,55,2.62
10003861,Leeds Beckett University,17,Business and Management Studies,34.3,25,2.23
10003861,Leeds Beckett University,18,Law,9.5,30,2.22
10003861,Leeds Beckett University,19,Politics and International Studies,10.8,85,2.56
10003861,Leeds Beckett University,20,Social Work and Social Policy,23.2,40,2.61
10003861,Leeds Beckett University,23,Education,16,30,2.36
10003861,Leeds Beckett University,24,"Sport and Exercise Sciences, Leisure and Tourism",69.7,45,3.25
10003861,Leeds Beckett University,27,English Language and Literature,13.5,85,2.72
10003861,Leeds Beckett University,28,History,11,90,2.32
10003861,Leeds Beckett University,32,"Art and Design: History, Practice and Theory",23.75,45,2.73
10003861,Leeds Beckett University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",26.6,40,2.29
10003861,Leeds Beckett University,34,"Communication, Cultural and Media Studies, Library and Information Management",9,90,2.64
10003863,Leeds Trinity University,4,"Psychology, Psychiatry and Neuroscience",10,35,1.78
10003863,Leeds Trinity University,23,Education,9.8,25,1.65
10003863,Leeds Trinity University,24,"Sport and Exercise Sciences, Leisure and Tourism",8,55,2.42
10003863,Leeds Trinity University,27,English Language and Literature,9.2,100,2.92
10003863,Leeds Trinity University,31,Theology and Religious Studies,3,90,1.52
10003863,Leeds Trinity University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",3.6,100,2.04
10007796,The University of Leicester,1,Clinical Medicine,45.55,100,3.57
10007796,The University of Leicester,2,"Public Health, Health Services and Primary Care",42.4,100,3.46
10007796,The University of Leicester,4,"Psychology, Psychiatry and Neuroscience",47,100,3.32
10007796,The University of Leicester,5,Biological Sciences,60.4,100,3.3
10007796,The University of Leicester,7,Earth Systems and Environmental Sciences,31.85,100,3.28
10007796,The University of Leicester,8,Chemistry,18.8,100,3.35
10007796,The University of Leicester,9,Physics,34.33,100,3.2
10007796,The University of Leicester,10,Mathematical Sciences,18.73,100,3.29
10007796,The University of Leicester,11,Computer Science and Informatics,19.7,100,3.11
10007796,The University of Leicester,12,Engineering,32.4,100,3.04
10007796,The University of Leicester,14,Geography and Environmental Studies,14.5,100,2.85
10007796,The University of Leicester,15,Archaeology,26.6,100,3.54
10007796,The University of Leicester,17,Business and Management Studies,99.2,100,3.16
10007796,The University of Leicester,18,Law,48.6,100,2.87
10007796,The University of Leicester,19,Politics and International Studies,19,100,3.03
10007796,The University of Leicester,20,Social Work and Social Policy,11,100,3.19
10007796,The University of Leicester,21,Sociology,11.8,100,3.18
10007796,The University of Leicester,24,"Sport and Exercise Sciences, Leisure and Tourism",8.8,100,3.74
10007796,The University of Leicester,27,English Language and Literature,49.1,100,3.55
10007796,The University of Leicester,28,History,31.4,100,3.58
10007796,The University of Leicester,34,"Communication, Cultural and Media Studies, Library and Information Management",29,100,3.49
10007796,The University of Leicester,34,"Communication, Cultural and Media Studies, Library and Information Management",17.5,100,3.62
10007151,University of Lincoln,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",32.8,95,3.35
10007151,University of Lincoln,4,"Psychology, Psychiatry and Neuroscience",29.4,100,3.03
10007151,University of Lincoln,6,"Agriculture, Food and Veterinary Sciences",33.45,100,3.08
10007151,University of Lincoln,8,Chemistry,14.2,100,3.09
10007151,University of Lincoln,9,Physics,15.2,100,2.75
10007151,University of Lincoln,10,Mathematical Sciences,4,100,2.34
10007151,University of Lincoln,11,Computer Science and Informatics,28.8,100,3.15
10007151,University of Lincoln,12,Engineering,19,100,2.73
10007151,University of Lincoln,13,"Architecture, Built Environment and Planning",6.2,100,2.42
10007151,University of Lincoln,14,Geography and Environmental Studies,15,100,2.09
10007151,University of Lincoln,15,Archaeology,3,100,2.64
10007151,University of Lincoln,17,Business and Management Studies,31.3,100,2.78
10007151,University of Lincoln,18,Law,13,100,2.85
10007151,University of Lincoln,19,Politics and International Studies,13.6,100,2.96
10007151,University of Lincoln,20,Social Work and Social Policy,15.8,100,3.33
10007151,University of Lincoln,23,Education,5,100,2.47
10007151,University of Lincoln,24,"Sport and Exercise Sciences, Leisure and Tourism",11.8,100,2.89
10007151,University of Lincoln,27,English Language and Literature,19.7,100,3
10007151,University of Lincoln,28,History,24.1,100,3.37
10007151,University of Lincoln,32,"Art and Design: History, Practice and Theory",17.7,100,3.17
10007151,University of Lincoln,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",12,100,3.04
10007151,University of Lincoln,34,"Communication, Cultural and Media Studies, Library and Information Management",15.21,100,2.82
10006842,The University of Liverpool,1,Clinical Medicine,190.15,100,3.22
10006842,The University of Liverpool,2,"Public Health, Health Services and Primary Care",43.4,100,3.49
10006842,The University of Liverpool,4,"Psychology, Psychiatry and Neuroscience",60,100,3.46
10006842,The University of Liverpool,6,"Agriculture, Food and Veterinary Sciences",102.43,100,3.52
10006842,The University of Liverpool,7,Earth Systems and Environmental Sciences,33.8,100,3.38
10006842,The University of Liverpool,8,Chemistry,43,100,3.63
10006842,The University of Liverpool,9,Physics,44.35,100,3.48
10006842,The University of Liverpool,10,Mathematical Sciences,53.38,100,3.19
10006842,The University of Liverpool,11,Computer Science and Informatics,40.75,100,3.28
10006842,The University of Liverpool,12,Engineering,92.6,100,3.4
10006842,The University of Liverpool,13,"Architecture, Built Environment and Planning",31.1,100,3.36
10006842,The University of Liverpool,14,Geography and Environmental Studies,52,100,3.09
10006842,The University of Liverpool,15,Archaeology,35.6,100,3.15
10006842,The University of Liverpool,17,Business and Management Studies,129,100,3.38
10006842,The University of Liverpool,18,Law,57,100,3.26
10006842,The University of Liverpool,19,Politics and International Studies,27,100,3.04
10006842,The University of Liverpool,20,Social Work and Social Policy,29,100,3.32
10006842,The University of Liverpool,26,Modern Languages and Linguistics,25.9,100,3.4
10006842,The University of Liverpool,27,English Language and Literature,42.4,100,3.5
10006842,The University of Liverpool,28,History,32.3,100,3.26
10006842,The University of Liverpool,30,Philosophy,13,100,3.11
10006842,The University of Liverpool,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",18,100,3.1
10006842,The University of Liverpool,34,"Communication, Cultural and Media Studies, Library and Information Management",28.6,100,3.33
10003956,Liverpool Hope University,4,"Psychology, Psychiatry and Neuroscience",12.8,100,2.92
10003956,Liverpool Hope University,6,"Agriculture, Food and Veterinary Sciences",6.6,100,2.18
10003956,Liverpool Hope University,11,Computer Science and Informatics,13.5,100,2.37
10003956,Liverpool Hope University,14,Geography and Environmental Studies,5.2,100,2.06
10003956,Liverpool Hope University,19,Politics and International Studies,7,100,1.93
10003956,Liverpool Hope University,20,Social Work and Social Policy,29.4,90,2.48
10003956,Liverpool Hope University,23,Education,26.4,95,2.54
10003956,Liverpool Hope University,24,"Sport and Exercise Sciences, Leisure and Tourism",9.76,100,2.33
10003956,Liverpool Hope University,27,English Language and Literature,15,100,2.88
10003956,Liverpool Hope University,28,History,10.4,100,2.64
10003956,Liverpool Hope University,31,Theology and Religious Studies,13.2,100,2.71
10003956,Liverpool Hope University,32,"Art and Design: History, Practice and Theory",5,75,2.15
10003956,Liverpool Hope University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",14,95,2.63
10003957,Liverpool John Moores University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",72.38,40,2.74
10003957,Liverpool John Moores University,4,"Psychology, Psychiatry and Neuroscience",42.09,85,2.46
10003957,Liverpool John Moores University,7,Earth Systems and Environmental Sciences,59.5,85,2.79
10003957,Liverpool John Moores University,9,Physics,25.8,85,3.46
10003957,Liverpool John Moores University,11,Computer Science and Informatics,42,70,2.82
10003957,Liverpool John Moores University,12,Engineering,47.2,65,3.22
10003957,Liverpool John Moores University,13,"Architecture, Built Environment and Planning",34,55,2.73
10003957,Liverpool John Moores University,17,Business and Management Studies,31.4,25,2.42
10003957,Liverpool John Moores University,18,Law,19,45,2.18
10003957,Liverpool John Moores University,20,Social Work and Social Policy,26.2,70,2.14
10003957,Liverpool John Moores University,23,Education,25.6,35,2.29
10003957,Liverpool John Moores University,24,"Sport and Exercise Sciences, Leisure and Tourism",63.23,85,3.41
10003957,Liverpool John Moores University,27,English Language and Literature,24.5,90,3.36
10003957,Liverpool John Moores University,28,History,16,85,2.57
10003957,Liverpool John Moores University,32,"Art and Design: History, Practice and Theory",27.1,55,3.01
10003957,Liverpool John Moores University,34,"Communication, Cultural and Media Studies, Library and Information Management",27.5,50,2.56
10003958,Liverpool School of Tropical Medicine,1,Clinical Medicine,54.1,100,3.52
10003958,Liverpool School of Tropical Medicine,2,"Public Health, Health Services and Primary Care",27.71,100,3.28
10007769,London Business School,17,Business and Management Studies,106.45,100,3.62
10004048,London Metropolitan University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",23.9,100,2.67
10004048,London Metropolitan University,10,Mathematical Sciences,1.9,100,2.93
10004048,London Metropolitan University,11,Computer Science and Informatics,9.3,100,1.9
10004048,London Metropolitan University,17,Business and Management Studies,11,100,2.6
10004048,London Metropolitan University,23,Education,12.5,100,1.48
10004048,London Metropolitan University,25,Area Studies,24.1,100,3.1
10004048,London Metropolitan University,32,"Art and Design: History, Practice and Theory",22.55,100,3
10004063,The London School of Economics and Political Science,10,Mathematical Sciences,47.8,100,3.52
10004063,The London School of Economics and Political Science,14,Geography and Environmental Studies,44.4,100,3.48
10004063,The London School of Economics and Political Science,16,Economics and Econometrics,54.6,100,3.71
10004063,The London School of Economics and Political Science,17,Business and Management Studies,101.58,100,3.56
10004063,The London School of Economics and Political Science,18,Law,59.2,100,3.39
10004063,The London School of Economics and Political Science,19,Politics and International Studies,75.7,100,3.51
10004063,The London School of Economics and Political Science,20,Social Work and Social Policy,74.63,100,3.81
10004063,The London School of Economics and Political Science,21,Sociology,39.1,100,3.37
10004063,The London School of Economics and Political Science,22,Anthropology and Development Studies,20.85,100,3.61
10004063,The London School of Economics and Political Science,22,Anthropology and Development Studies,29.05,100,3.27
10004063,The London School of Economics and Political Science,25,Area Studies,21,100,3.42
10004063,The London School of Economics and Political Science,28,History,19.55,100,3.23
10004063,The London School of Economics and Political Science,28,History,24.6,100,3.31
10004063,The London School of Economics and Political Science,30,Philosophy,17.5,100,3.46
10004063,The London School of Economics and Political Science,34,"Communication, Cultural and Media Studies, Library and Information Management",21,100,3.77
10007771,London School of Hygiene and Tropical Medicine,1,Clinical Medicine,69.4,100,3.31
10007771,London School of Hygiene and Tropical Medicine,2,"Public Health, Health Services and Primary Care",381.74,100,3.47
10004078,London South Bank University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",19.1,45,2.9
10004078,London South Bank University,4,"Psychology, Psychiatry and Neuroscience",22.9,95,2.49
10004078,London South Bank University,12,Engineering,48.79,100,2.8
10004078,London South Bank University,13,"Architecture, Built Environment and Planning",32.2,70,2.93
10004078,London South Bank University,17,Business and Management Studies,15.6,30,2.6
10004078,London South Bank University,20,Social Work and Social Policy,21.1,60,2.77
10004078,London South Bank University,24,"Sport and Exercise Sciences, Leisure and Tourism",10.6,100,2.93
10004078,London South Bank University,34,"Communication, Cultural and Media Studies, Library and Information Management",16.53,45,2.82
10004113,Loughborough University,2,"Public Health, Health Services and Primary Care",10.7,100,2.83
10004113,Loughborough University,8,Chemistry,31,100,3.03
10004113,Loughborough University,9,Physics,19.8,100,3.13
10004113,Loughborough University,10,Mathematical Sciences,34.82,100,3.28
10004113,Loughborough University,11,Computer Science and Informatics,26,100,3.24
10004113,Loughborough University,12,Engineering,209.95,100,3.26
10004113,Loughborough University,13,"Architecture, Built Environment and Planning",78.4,100,3.59
10004113,Loughborough University,14,Geography and Environmental Studies,34.4,100,3.31
10004113,Loughborough University,17,Business and Management Studies,138.7,100,3.23
10004113,Loughborough University,19,Politics and International Studies,30,100,2.87
10004113,Loughborough University,20,Social Work and Social Policy,11.6,100,3.26
10004113,Loughborough University,23,Education,18.4,100,3.27
10004113,Loughborough University,24,"Sport and Exercise Sciences, Leisure and Tourism",94.9,100,3.53
10004113,Loughborough University,27,English Language and Literature,32.89,100,3.28
10004113,Loughborough University,32,"Art and Design: History, Practice and Theory",86.53,100,3.26
10004113,Loughborough University,34,"Communication, Cultural and Media Studies, Library and Information Management",40,100,3.57
10007798,The University of Manchester,1,Clinical Medicine,221.06,100,3.39
10007798,The University of Manchester,2,"Public Health, Health Services and Primary Care",85.6,100,3.35
10007798,The University of Manchester,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",125.52,100,3.58
10007798,The University of Manchester,4,"Psychology, Psychiatry and Neuroscience",94.72,100,3.38
10007798,The University of Manchester,5,Biological Sciences,143.05,100,3.56
10007798,The University of Manchester,7,Earth Systems and Environmental Sciences,70.78,100,3.59
10007798,The University of Manchester,8,Chemistry,76.2,100,3.63
10007798,The University of Manchester,9,Physics,87,100,3.64
10007798,The University of Manchester,10,Mathematical Sciences,89.95,100,3.54
10007798,The University of Manchester,11,Computer Science and Informatics,53.1,100,3.61
10007798,The University of Manchester,12,Engineering,311.31,100,3.48
10007798,The University of Manchester,13,"Architecture, Built Environment and Planning",27.6,100,3.41
10007798,The University of Manchester,14,Geography and Environmental Studies,36.3,100,3.23
10007798,The University of Manchester,16,Economics and Econometrics,35.95,100,3.36
10007798,The University of Manchester,17,Business and Management Studies,163.1,100,3.48
10007798,The University of Manchester,18,Law,52.8,100,3.09
10007798,The University of Manchester,19,Politics and International Studies,51.7,100,3.43
10007798,The University of Manchester,21,Sociology,55.8,100,3.51
10007798,The University of Manchester,22,Anthropology and Development Studies,41.85,100,3.49
10007798,The University of Manchester,22,Anthropology and Development Studies,23.4,100,3.32
10007798,The University of Manchester,23,Education,31.7,100,3.46
10007798,The University of Manchester,25,Area Studies,16,100,3.18
10007798,The University of Manchester,26,Modern Languages and Linguistics,54.25,100,3.4
10007798,The University of Manchester,27,English Language and Literature,41.35,100,3.52
10007798,The University of Manchester,28,History,44,100,3.5
10007798,The University of Manchester,29,Classics,18.4,100,3.45
10007798,The University of Manchester,30,Philosophy,16.05,100,3.34
10007798,The University of Manchester,31,Theology and Religious Studies,11.3,100,3.02
10007798,The University of Manchester,32,"Art and Design: History, Practice and Theory",14,100,3.55
10007798,The University of Manchester,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15,100,3.68
10007798,The University of Manchester,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",15,100,3.5
10004180,Manchester Metropolitan University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",91.97,45,3.02
10004180,Manchester Metropolitan University,7,Earth Systems and Environmental Sciences,40,65,3.12
10004180,Manchester Metropolitan University,11,Computer Science and Informatics,23,40,2.75
10004180,Manchester Metropolitan University,12,Engineering,48.5,60,3.17
10004180,Manchester Metropolitan University,17,Business and Management Studies,78.65,25,3.07
10004180,Manchester Metropolitan University,20,Social Work and Social Policy,46.61,65,2.9
10004180,Manchester Metropolitan University,21,Sociology,45.5,75,2.82
10004180,Manchester Metropolitan University,23,Education,46.3,35,3.11
10004180,Manchester Metropolitan University,24,"Sport and Exercise Sciences, Leisure and Tourism",52.8,70,3.31
10004180,Manchester Metropolitan University,27,English Language and Literature,54.7,80,3.43
10004180,Manchester Metropolitan University,28,History,34.9,80,3.1
10004180,Manchester Metropolitan University,32,"Art and Design: History, Practice and Theory",116.26,45,3.23
10004320,The Metanoia Institute,4,"Psychology, Psychiatry and Neuroscience",5.5,100,1.23
10004351,Middlesex University,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",30.3,25,2.71
10004351,Middlesex University,4,"Psychology, Psychiatry and Neuroscience",28.9,75,2.74
10004351,Middlesex University,11,Computer Science and Informatics,64.55,70,2.61
10004351,Middlesex University,14,Geography and Environmental Studies,18.8,85,2.73
10004351,Middlesex University,17,Business and Management Studies,85.75,55,3.15
10004351,Middlesex University,18,Law,31.05,90,2.54
10004351,Middlesex University,20,Social Work and Social Policy,41.7,70,2.79
10004351,Middlesex University,23,Education,14.45,25,2.17
10004351,Middlesex University,24,"Sport and Exercise Sciences, Leisure and Tourism",10,35,2.44
10004351,Middlesex University,32,"Art and Design: History, Practice and Theory",32.1,50,3.03
10004351,Middlesex University,33,"Music, Drama, Dance, Performing Arts, Film and Screen Studies",28.45,55,2.65
10004351,Middlesex University,34,"Communication, Cultural and Media Studies, Library and Information Management",18.6,50,2.76
10007799,University of Newcastle upon Tyne,1,Clinical Medicine,159.83,100,3.27
10007799,University of Newcastle upon Tyne,2,"Public Health, Health Services and Primary Care",31.22,100,3.31
10007799,University of Newcastle upon Tyne,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",45,100,3.51
10007799,University of Newcastle upon Tyne,4,"Psychology, Psychiatry and Neuroscience",62.2,100,3.21
